"Species","Treatment","Rep","DAT","Hypocotyl_Coleoptile","Radicle"
"Dandelion","Cardinal",1,"D21",2.71,4.38
"Dandelion","Cardinal",1,"D21",2.3,32.47
"Dandelion","Cardinal",1,"D21",2.4,9.23
"Dandelion","Cardinal",1,"D21",2.2,12.13
"Dandelion","Cardinal",2,"D21",1.73,1.48
"Dandelion","Cardinal",2,"D21",2.03,4.95
"Dandelion","Cardinal",2,"D21",1.07,4.47
"Dandelion","Cardinal",2,"D21",2.79,7.01
"Dandelion","Cardinal",2,"D21",2.21,8.22
"Dandelion","Cardinal",2,"D21",2.25,4.59
"Dandelion","Cardinal",3,"D21",4.45,19.34
"Dandelion","Cardinal",3,"D21",2.27,12.88
"Dandelion","Cardinal",3,"D21",3.21,24.39
"Dandelion","Cardinal",3,"D21",2.69,14.66
"Dandelion","Cardinal",3,"D21",3.17,15.3
"Dandelion","Cardinal",3,"D21",2.47,5.34
"Dandelion","Cardinal",3,"D21",2.53,17.51
"Dandelion","Cardinal",3,"D21",1.66,27.07
"Dandelion","Cardinal",3,"D21",5.69,51.93
"Dandelion","Cardinal",3,"D21",4.5,6.95
"Dandelion","Cardinal",3,"D21",4.5,4.8
"Dandelion","Cardinal",3,"D21",2.13,3.11
"Dandelion","Cardinal",3,"D21",1.3,2.25
"Dandelion","Cardinal",4,"D21",4.01,28.09
"Dandelion","Cardinal",4,"D21",4.1,13.21
"Dandelion","Cardinal",4,"D21",3.53,50.8
"Dandelion","Cardinal",4,"D21",3.39,36.27
"Dandelion","Cardinal",4,"D21",1.28,1.75
"Dandelion","Cardinal",4,"D21",4.02,9.05
"Dandelion","Cardinal",4,"D21",2.58,36.97
"Dandelion","Cardinal",4,"D21",2.19,30.3
"Dandelion","Cardinal",4,"D21",2.1,24.29
"Dandelion","Cardinal",4,"D21",3.84,20.73
"Dandelion","Jetty",1,"D21",1.75,15.54
"Dandelion","Jetty",1,"D21",1.79,12.93
"Dandelion","Jetty",2,"D21",1.74,7.63
"Dandelion","Jetty",2,"D21",1.93,9.73
"Dandelion","Jetty",2,"D21",1.71,9.44
"Dandelion","Jetty",2,"D21",2.55,29.48
"Dandelion","Jetty",2,"D21",2.29,2.96
"Dandelion","Jetty",2,"D21",1.7,17.06
"Dandelion","Jetty",2,"D21",2.59,22.98
"Dandelion","Jetty",2,"D21",1.3,15.06
"Dandelion","Jetty",2,"D21",1.65,6.98
"Dandelion","Jetty",3,"D21",1.55,20.19
"Dandelion","Jetty",3,"D21",2.13,8.67
"Dandelion","Jetty",3,"D21",2.6,16.77
"Dandelion","Jetty",3,"D21",1.53,9.29
"Dandelion","Jetty",3,"D21",2.09,14.97
"Dandelion","Jetty",4,"D21",2.5,1.3
"Dandelion","Jetty",4,"D21",3.33,19.64
"Dandelion","Jetty",4,"D21",2.49,50.38
"Dandelion","Jetty",4,"D21",2.96,20.16
"Dandelion","Jetty",4,"D21",2.4,45.4
"Dandelion","Jetty",4,"D21",2.31,22.39
"Dandelion","Seamist",1,"D21",3.5,14.92
"Dandelion","Seamist",1,"D21",3.29,0.5
"Dandelion","Seamist",1,"D21",2.52,8.27
"Dandelion","Seamist",1,"D21",1.79,7.79
"Dandelion","Seamist",1,"D21",2.26,1.12
"Dandelion","Seamist",2,"D21",2.4,1.07
"Dandelion","Seamist",2,"D21",2.34,15.11
"Dandelion","Seamist",2,"D21",2.07,5.02
"Dandelion","Seamist",3,"D21",2.8,16.5
"Dandelion","Seamist",3,"D21",1.27,0.5
"Dandelion","Seamist",3,"D21",1.27,0.5
"Dandelion","Seamist",3,"D21",1.79,33.79
"Dandelion","Seamist",3,"D21",2.51,5.99
"Dandelion","Seamist",3,"D21",4.75,5.98
"Dandelion","Seamist",3,"D21",1.8,2.3
"Dandelion","Seamist",3,"D21",2.5,4.5
"Dandelion","Seamist",4,"D21",3.32,14.58
"Dandelion","Seamist",4,"D21",2.22,32.68
"Dandelion","Seamist",4,"D21",2.5,32.83
"Dandelion","Seamist",4,"D21",1.85,47.83
"Dandelion","Seamist",4,"D21",1.6,49.83
"Dandelion","Seamist",4,"D21",2.27,25.77
"Dandelion","Seamist",4,"D21",1.55,11.35
"Dandelion","Seamist",4,"D21",2.06,16.96
"Dandelion","Seamist",4,"D21",3.15,9.22
"Dandelion","Seamist",4,"D21",1.6,6.92
"Dandelion","Seamist",4,"D21",2.25,3.58
"Dandelion","Seamist",4,"D21",1.87,1.26
"Dandelion","Seamist",4,"D21",2.11,3.88
"Dandelion","Wicked",1,"D21",2.64,18.7
"Dandelion","Wicked",1,"D21",2.5,7.4
"Dandelion","Wicked",1,"D21",2.3,12.33
"Dandelion","Wicked",1,"D21",3.5,14.43
"Dandelion","Wicked",1,"D21",1.61,2.89
"Dandelion","Wicked",2,"D21",1.9,1.19
"Dandelion","Wicked",2,"D21",2.23,20.12
"Dandelion","Wicked",2,"D21",2.3,20.82
"Dandelion","Wicked",2,"D21",2.57,38.92
"Dandelion","Wicked",2,"D21",3.2,13.22
"Dandelion","Wicked",2,"D21",1.7,3.86
"Dandelion","Wicked",2,"D21",0.97,1.3
"Dandelion","Wicked",3,"D21",1.83,34.97
"Dandelion","Wicked",3,"D21",2.26,33.99
"Dandelion","Wicked",3,"D21",1.7,24.74
"Dandelion","Wicked",3,"D21",2.38,1.5
"Dandelion","Wicked",3,"D21",1.3,14
"Dandelion","Wicked",3,"D21",1.49,0.5
"Dandelion","NonFert",1,"D21",3.79,12.06
"Dandelion","NonFert",1,"D21",1.76,7.66
"Dandelion","NonFert",1,"D21",2.26,24.66
"Dandelion","NonFert",1,"D21",1.98,13.41
"Dandelion","NonFert",1,"D21",2.14,33.72
"Dandelion","NonFert",1,"D21",5.23,30.13
"Dandelion","NonFert",1,"D21",1.68,18.53
"Dandelion","NonFert",1,"D21",2.4,14.6
"Dandelion","NonFert",2,"D21",2.65,23.48
"Dandelion","NonFert",2,"D21",2.64,39.64
"Dandelion","NonFert",3,"D21",1.51,12.44
"Dandelion","NonFert",3,"D21",3.09,6.48
"Dandelion","NonFert",4,"D21",2.19,26.41
"Dandelion","NonFert",4,"D21",2.64,7.16
"Dandelion","NonFert",4,"D21",1.15,24.66
"Dandelion","DI water",1,"D21",1.54,0.9
"Dandelion","DI water",1,"D21",1.68,7.73
"Dandelion","DI water",1,"D21",1.93,8.38
"Dandelion","DI water",1,"D21",2.32,7.39
"Dandelion","DI water",1,"D21",1.46,47.68
"Dandelion","DI water",1,"D21",1.95,6.3
"Dandelion","DI water",1,"D21",5.16,10.54
"Dandelion","DI water",2,"D21",1.05,23.51
"Dandelion","DI water",2,"D21",1.6,9.06
"Dandelion","DI water",2,"D21",2.69,14.16
"Dandelion","DI water",2,"D21",2.12,12.65
"Dandelion","DI water",2,"D21",3.24,10.74
"Dandelion","DI water",2,"D21",2.6,18.08
"Dandelion","DI water",2,"D21",1.54,3.54
"Dandelion","DI water",3,"D21",2.24,8.52
"Dandelion","DI water",3,"D21",2.54,20.26
"Dandelion","DI water",3,"D21",2.48,15.67
"Dandelion","DI water",3,"D21",1.99,28
"Dandelion","DI water",4,"D21",2.62,35.58
"Dandelion","DI water",4,"D21",1.94,40.13
"Dandelion","DI water",4,"D21",1.61,13.38
"Dandelion","DI water",4,"D21",2.12,50.55
"Dandelion","DI water",4,"D21",3.16,12.3
"Dandelion","DI water",4,"D21",3.23,15.6
"Dandelion","DI water",4,"D21",2.08,17.1
"Dandelion","DI water",4,"D21",1.65,11.3
"Dandelion","DI water",4,"D21",2.42,31.92
"Dandelion","Fert",1,"D21",2.44,8.79
"Dandelion","Fert",1,"D21",1.5,0.97
"Dandelion","Fert",1,"D21",1.69,1.05
"Dandelion","Fert",2,"D21",3.31,19.54
"Dandelion","Fert",2,"D21",2,5.77
"Dandelion","Fert",2,"D21",4.34,4.97
"Dandelion","Fert",2,"D21",1.74,10.2
"Dandelion","Fert",3,"D21",2.06,4.4
"Dandelion","Fert",3,"D21",2.06,20.51
"Dandelion","Fert",3,"D21",1.88,17.72
"Dandelion","Fert",3,"D21",4.95,23.54
"Dandelion","Fert",3,"D21",2.19,38.42
"Dandelion","Fert",3,"D21",2.41,7.9
"Dandelion","Fert",4,"D21",2.17,73.61
"Dandelion","Fert",4,"D21",1.94,68.45
"Dandelion","Fert",4,"D21",2.34,15.54
"Dandelion","Fert",4,"D21",2.24,42.59
"ABG","NonFert",1,"D14",9.33,20.88
"ABG","NonFert",1,"D14",14.3,28.9
"ABG","NonFert",1,"D14",4.58,12.7
"ABG","NonFert",1,"D14",10.5,23.68
"ABG","NonFert",1,"D14",13.19,21.47
"ABG","NonFert",1,"D14",9.87,18.87
"ABG","NonFert",1,"D14",12.57,20.07
"ABG","NonFert",1,"D14",9.67,8.15
"ABG","NonFert",1,"D14",12.38,17.43
"ABG","NonFert",1,"D14",9.65,20.69
"ABG","NonFert",1,"D14",11.49,18.35
"ABG","NonFert",1,"D14",8.37,11.31
"ABG","NonFert",1,"D14",9.13,13.47
"ABG","NonFert",2,"D14",11.9,10.72
"ABG","NonFert",2,"D14",8.52,16.82
"ABG","NonFert",2,"D14",13.08,9.88
"ABG","NonFert",2,"D14",12.83,24.11
"ABG","NonFert",2,"D14",13.35,29.31
"ABG","NonFert",2,"D14",3.24,13.28
"ABG","NonFert",2,"D14",11.57,18.8
"ABG","NonFert",2,"D14",10.68,18.92
"ABG","NonFert",2,"D14",11.96,21.57
"ABG","NonFert",2,"D14",11.62,15.15
"ABG","NonFert",2,"D14",3.09,13.19
"ABG","NonFert",2,"D14",6.81,7
"ABG","NonFert",2,"D14",9.19,7.22
"ABG","NonFert",2,"D14",9.89,15.15
"ABG","NonFert",2,"D14",4.39,5.5
"ABG","NonFert",3,"D14",15.41,31.14
"ABG","NonFert",3,"D14",7.99,17.06
"ABG","NonFert",3,"D14",9.49,25.4
"ABG","NonFert",3,"D14",12.59,20.49
"ABG","NonFert",3,"D14",15.6,27.85
"ABG","NonFert",3,"D14",13.38,30.31
"ABG","NonFert",3,"D14",14,35
"ABG","NonFert",3,"D14",6.34,11.25
"ABG","NonFert",3,"D14",11.74,19.98
"ABG","NonFert",3,"D14",9.03,10.74
"ABG","NonFert",4,"D14",10.66,18.04
"ABG","NonFert",4,"D14",12.67,20.14
"ABG","NonFert",4,"D14",10.54,16.78
"ABG","NonFert",4,"D14",4.52,14.78
"ABG","NonFert",4,"D14",9.77,34.54
"ABG","NonFert",4,"D14",8.72,12.92
"ABG","NonFert",4,"D14",11.13,11.62
"ABG","NonFert",4,"D14",10.94,9.49
"ABG","NonFert",4,"D14",15.52,10.13
"ABG","Wicked",1,"D14",7.43,16.09
"ABG","Wicked",1,"D14",11.65,23.47
"ABG","Wicked",1,"D14",1.95,17.56
"ABG","Wicked",1,"D14",8.74,16.61
"ABG","Wicked",1,"D14",12.63,14.96
"ABG","Wicked",1,"D14",6.01,9.5
"ABG","Wicked",1,"D14",7.51,5.81
"ABG","Wicked",1,"D14",5.76,3.28
"ABG","Wicked",1,"D14",4.33,7.82
"ABG","Wicked",1,"D14",5.53,9.1
"ABG","Wicked",1,"D14",5.29,9.1
"ABG","Wicked",1,"D14",2.04,7.36
"ABG","Wicked",2,"D14",11.33,19.31
"ABG","Wicked",2,"D14",9.68,13.76
"ABG","Wicked",2,"D14",11.31,14.4
"ABG","Wicked",2,"D14",8.4,9.1
"ABG","Wicked",2,"D14",10.48,15.59
"ABG","Wicked",2,"D14",4.24,7.31
"ABG","Wicked",2,"D14",0.1,17.89
"ABG","Wicked",2,"D14",0.1,8
"ABG","Wicked",3,"D14",14.61,24.61
"ABG","Wicked",3,"D14",16.34,24.22
"ABG","Wicked",3,"D14",13.78,32.39
"ABG","Wicked",3,"D14",10.28,21.64
"ABG","Wicked",3,"D14",9.82,12.34
"ABG","Wicked",3,"D14",10.04,13.92
"ABG","Wicked",3,"D14",1.63,8
"ABG","Wicked",3,"D14",2.73,3.43
"ABG","Wicked",3,"D14",3.94,1
"ABG","Wicked",4,"D14",10.25,12.65
"ABG","Wicked",4,"D14",9.56,17.45
"ABG","Wicked",4,"D14",9.42,14.08
"ABG","Wicked",4,"D14",12.23,17.02
"ABG","Wicked",4,"D14",14.22,21.98
"ABG","Wicked",4,"D14",6.49,11.03
"ABG","Wicked",4,"D14",11.8,17.22
"ABG","Wicked",4,"D14",7.15,9.65
"ABG","Wicked",4,"D14",2.78,6.85
"ABG","Wicked",4,"D14",5.5,1.95
"ABG","Wicked",4,"D14",7.58,8.68
"ABG","Wicked",4,"D14",1.44,9.38
"ABG","Wicked",4,"D14",0.1,9.62
"ABG","Wicked",4,"D14",2.43,6.7
"ABG","Jetty",1,"D14",13.96,26.54
"ABG","Jetty",1,"D14",12.64,21.56
"ABG","Jetty",1,"D14",12.54,14.78
"ABG","Jetty",1,"D14",9.5,14
"ABG","Jetty",1,"D14",2.58,18.06
"ABG","Jetty",1,"D14",7.08,9.16
"ABG","Jetty",1,"D14",1.95,4.97
"ABG","Jetty",2,"D14",17.4,24.78
"ABG","Jetty",2,"D14",15.21,26.16
"ABG","Jetty",2,"D14",11.03,11.44
"ABG","Jetty",2,"D14",15.09,17.65
"ABG","Jetty",2,"D14",16.18,17.34
"ABG","Jetty",2,"D14",11.2,15.66
"ABG","Jetty",2,"D14",10.4,14.29
"ABG","Jetty",2,"D14",5.15,3.51
"ABG","Jetty",2,"D14",4.34,6.45
"ABG","Jetty",2,"D14",4.32,9.13
"ABG","Jetty",2,"D14",6.95,6.37
"ABG","Jetty",3,"D14",10.06,8.1
"ABG","Jetty",3,"D14",9.75,6.73
"ABG","Jetty",3,"D14",5.29,6.08
"ABG","Jetty",3,"D14",3.83,5.25
"ABG","Jetty",3,"D14",20,25.86
"ABG","Jetty",3,"D14",10.84,6.45
"ABG","Jetty",3,"D14",11.82,8.02
"ABG","Jetty",3,"D14",10.88,17.5
"ABG","Jetty",4,"D14",4.07,10.88
"ABG","Jetty",4,"D14",4.14,11.74
"ABG","Jetty",4,"D14",9.2,16.79
"ABG","Jetty",4,"D14",8.62,7.06
"ABG","Jetty",4,"D14",10.82,8.73
"ABG","Jetty",4,"D14",7.67,5.73
"ABG","Jetty",4,"D14",5.2,7.64
"ABG","Jetty",4,"D14",2.94,12.74
"ABG","Jetty",4,"D14",2.09,3.74
"ABG","Seamist",1,"D14",11.68,23.8
"ABG","Seamist",1,"D14",10.73,31.99
"ABG","Seamist",1,"D14",11.28,22.85
"ABG","Seamist",1,"D14",5.93,14.95
"ABG","Seamist",1,"D14",11.38,16.83
"ABG","Seamist",1,"D14",1.23,15.53
"ABG","Seamist",1,"D14",9.75,9.03
"ABG","Seamist",1,"D14",4.59,9.6
"ABG","Seamist",1,"D14",8.56,11.2
"ABG","Seamist",2,"D14",11.29,20.27
"ABG","Seamist",2,"D14",11,20.88
"ABG","Seamist",2,"D14",12.43,25.01
"ABG","Seamist",2,"D14",3.39,11.8
"ABG","Seamist",2,"D14",11.8,22.5
"ABG","Seamist",2,"D14",10.36,13.46
"ABG","Seamist",2,"D14",3.78,17.91
"ABG","Seamist",2,"D14",11.8,27.53
"ABG","Seamist",2,"D14",4,6.04
"ABG","Seamist",2,"D14",2.88,6.03
"ABG","Seamist",2,"D14",11.59,16.33
"ABG","Seamist",2,"D14",0.1,12.04
"ABG","Seamist",3,"D14",11.18,29.56
"ABG","Seamist",3,"D14",12.86,20.26
"ABG","Seamist",3,"D14",10.88,17.11
"ABG","Seamist",3,"D14",14.07,20.54
"ABG","Seamist",3,"D14",11.6,22.41
"ABG","Seamist",3,"D14",7.69,10.87
"ABG","Seamist",3,"D14",13.48,20.22
"ABG","Seamist",3,"D14",5.57,12.73
"ABG","Seamist",3,"D14",8.68,10.04
"ABG","Seamist",3,"D14",10.22,6.67
"ABG","Seamist",3,"D14",8.78,14.93
"ABG","Seamist",3,"D14",8.68,12.29
"ABG","Seamist",3,"D14",12.06,14
"ABG","Seamist",3,"D14",1.5,7.69
"ABG","Seamist",4,"D14",12.42,24.93
"ABG","Seamist",4,"D14",15.2,36.72
"ABG","Seamist",4,"D14",15.11,23.65
"ABG","Seamist",4,"D14",12.89,22.61
"ABG","Seamist",4,"D14",11.41,16.73
"ABG","Seamist",4,"D14",11.52,20.32
"ABG","Seamist",4,"D14",4.97,9.87
"ABG","Seamist",4,"D14",9,15.81
"ABG","DI Water",1,"D14",10.13,23.7
"ABG","DI Water",1,"D14",11.75,37.67
"ABG","DI Water",1,"D14",14.96,39.45
"ABG","DI Water",1,"D14",11.37,30.9
"ABG","DI Water",1,"D14",12.88,31.44
"ABG","DI Water",1,"D14",12.2,33.08
"ABG","DI Water",1,"D14",14.18,26.46
"ABG","DI Water",1,"D14",9.76,16.43
"ABG","DI Water",1,"D14",12.9,18.3
"ABG","DI Water",1,"D14",10.17,20.78
"ABG","DI Water",1,"D14",10.56,35.02
"ABG","DI Water",2,"D14",12.89,38.25
"ABG","DI Water",2,"D14",15.7,39.67
"ABG","DI Water",2,"D14",11.42,25.34
"ABG","DI Water",2,"D14",13.13,34.52
"ABG","DI Water",2,"D14",14.13,31.62
"ABG","DI Water",2,"D14",9.81,23.02
"ABG","DI Water",2,"D14",11.68,30.18
"ABG","DI Water",2,"D14",9.96,13.98
"ABG","DI Water",2,"D14",10.99,19.73
"ABG","DI Water",2,"D14",7,20.5
"ABG","DI Water",3,"D14",12.12,25.61
"ABG","DI Water",3,"D14",12.22,31.77
"ABG","DI Water",3,"D14",8.6,24.04
"ABG","DI Water",3,"D14",10.21,29.74
"ABG","DI Water",3,"D14",9.45,25.61
"ABG","DI Water",3,"D14",0.2,21.36
"ABG","DI Water",3,"D14",0.5,23.26
"ABG","DI Water",3,"D14",6.34,14
"ABG","DI Water",3,"D14",8.83,7.99
"ABG","DI Water",3,"D14",13.28,31.27
"ABG","DI Water",3,"D14",13.35,27.72
"ABG","DI Water",3,"D14",4.28,12.43
"ABG","DI Water",4,"D14",13.4,38.07
"ABG","DI Water",4,"D14",11.56,35.54
"ABG","DI Water",4,"D14",12.63,36.77
"ABG","DI Water",4,"D14",11.96,26.4
"ABG","DI Water",4,"D14",11.81,32
"ABG","DI Water",4,"D14",11.23,23.76
"ABG","DI Water",4,"D14",11.05,29.37
"ABG","DI Water",4,"D14",13.83,39.44
"ABG","DI Water",4,"D14",8.38,14.2
"ABG","DI Water",4,"D14",6.87,15.45
"ABG","DI Water",4,"D14",11.84,14.8
"ABG","DI Water",4,"D14",13.05,17.11
"ABG","DI Water",4,"D14",4.47,10.71
"ABG","DI Water",4,"D14",12.08,28
"ABG","DI Water",4,"D14",4.41,18
"ABG","DI Water",4,"D14",5.08,8.32
"ABG","DI Water",4,"D14",10.6,22
"ABG","Radar",1,"D14",11.76,27.66
"ABG","Radar",1,"D14",9.52,17.35
"ABG","Radar",1,"D14",10.37,14.68
"ABG","Radar",1,"D14",2.63,14.72
"ABG","Radar",1,"D14",3.57,10.34
"ABG","Radar",1,"D14",2.11,5.86
"ABG","Radar",1,"D14",10.97,10.46
"ABG","Radar",1,"D14",2.78,10.61
"ABG","Radar",1,"D14",6.15,8.11
"ABG","Radar",2,"D14",14.02,23.82
"ABG","Radar",2,"D14",11.15,15.66
"ABG","Radar",2,"D14",10.09,20.59
"ABG","Radar",2,"D14",15.76,27.14
"ABG","Radar",2,"D14",9.12,11.97
"ABG","Radar",2,"D14",4.58,9.63
"ABG","Radar",2,"D14",13.76,12.8
"ABG","Radar",2,"D14",9.7,6.54
"ABG","Radar",2,"D14",10.44,21.42
"ABG","Radar",2,"D14",6.68,5.74
"ABG","Radar",2,"D14",3.89,6.28
"ABG","Radar",3,"D14",12.95,21.45
"ABG","Radar",3,"D14",14.04,23.47
"ABG","Radar",3,"D14",10.83,27.11
"ABG","Radar",3,"D14",12.23,15.22
"ABG","Radar",3,"D14",10.2,13.44
"ABG","Radar",3,"D14",10.62,15.7
"ABG","Radar",3,"D14",3.84,11.49
"ABG","Radar",3,"D14",5.8,6.4
"ABG","Radar",3,"D14",4.2,8.6
"ABG","Radar",4,"D14",6.3,7.83
"ABG","Radar",4,"D14",12.82,19.5
"ABG","Radar",4,"D14",12.03,19.29
"ABG","Radar",4,"D14",8.91,19.8
"ABG","Radar",4,"D14",11.49,11.49
"ABG","Radar",4,"D14",4.33,9.29
"ABG","Radar",4,"D14",9.14,14.2
"ABG","Cardinal",1,"D14",14.05,24.3
"ABG","Cardinal",1,"D14",12.49,16.68
"ABG","Cardinal",1,"D14",13.61,26.2
"ABG","Cardinal",1,"D14",11.37,27.19
"ABG","Cardinal",1,"D14",10.05,19.7
"ABG","Cardinal",1,"D14",12.22,20.9
"ABG","Cardinal",1,"D14",4.15,16
"ABG","Cardinal",1,"D14",3.05,8.13
"ABG","Cardinal",1,"D14",6.29,12.19
"ABG","Cardinal",1,"D14",6.44,11.02
"ABG","Cardinal",1,"D14",1.71,7.52
"ABG","Cardinal",2,"D14",9.31,19.65
"ABG","Cardinal",2,"D14",12.31,19.69
"ABG","Cardinal",2,"D14",8.25,10.23
"ABG","Cardinal",2,"D14",6.06,10.6
"ABG","Cardinal",2,"D14",7.15,10.96
"ABG","Cardinal",2,"D14",1.13,10.83
"ABG","Cardinal",2,"D14",0.5,16.01
"ABG","Cardinal",2,"D14",12.16,21.35
"ABG","Cardinal",2,"D14",9.03,10.89
"ABG","Cardinal",2,"D14",11.29,10.47
"ABG","Cardinal",2,"D14",7.96,5.73
"ABG","Cardinal",2,"D14",8.32,8.32
"ABG","Cardinal",3,"D14",10.36,30.8
"ABG","Cardinal",3,"D14",12.25,39.76
"ABG","Cardinal",3,"D14",13.86,34.1
"ABG","Cardinal",3,"D14",11.82,36.31
"ABG","Cardinal",3,"D14",11.54,20.11
"ABG","Cardinal",3,"D14",12.05,20.58
"ABG","Cardinal",3,"D14",9.52,28.34
"ABG","Cardinal",3,"D14",9.32,14.12
"ABG","Cardinal",3,"D14",9.69,16.6
"ABG","Cardinal",3,"D14",6.68,15.51
"ABG","Cardinal",3,"D14",10.38,11.5
"ABG","Cardinal",3,"D14",7.2,8.66
"ABG","Cardinal",3,"D14",2,6.5
"ABG","Cardinal",3,"D14",10.18,12.21
"ABG","Cardinal",4,"D14",15.29,25.72
"ABG","Cardinal",4,"D14",12.56,31.32
"ABG","Cardinal",4,"D14",13.49,31.78
"ABG","Cardinal",4,"D14",10.23,17.16
"ABG","Cardinal",4,"D14",9.59,11.16
"ABG","Cardinal",4,"D14",11.85,25.48
"ABG","Cardinal",4,"D14",8.31,12.45
"ABG","Cardinal",4,"D14",8.31,12.45
"ABG","Cardinal",4,"D14",8,6.44
"ABG","Cardinal",4,"D14",7.21,10.31
"ABG","Cardinal",4,"D14",9.55,14
"ABG","Cardinal",4,"D14",9.88,12
"ABG","Cardinal",4,"D14",8,7
"ABG","Fertilized",1,"D14",20.26,20.07
"ABG","Fertilized",1,"D14",18.98,21.28
"ABG","Fertilized",1,"D14",16.43,20.37
"ABG","Fertilized",1,"D14",10.78,2.21
"ABG","Fertilized",1,"D14",15.25,13.1
"ABG","Fertilized",1,"D14",18,35
"ABG","Fertilized",1,"D14",2.85,12.26
"ABG","Fertilized",1,"D14",17.07,18.42
"ABG","Fertilized",1,"D14",8.38,10.41
"ABG","Fertilized",1,"D14",2.78,5.9
"ABG","Fertilized",1,"D14",14.46,12.2
"ABG","Fertilized",1,"D14",15.38,6.34
"ABG","Fertilized",1,"D14",18.92,25
"ABG","Fertilized",1,"D14",12.96,6.21
"ABG","Fertilized",2,"D14",17.38,18.26
"ABG","Fertilized",2,"D14",17.11,18.63
"ABG","Fertilized",2,"D14",17.73,26
"ABG","Fertilized",2,"D14",16.89,14.81
"ABG","Fertilized",2,"D14",16.49,32
"ABG","Fertilized",2,"D14",23.85,24.28
"ABG","Fertilized",2,"D14",18.22,15.76
"ABG","Fertilized",2,"D14",25.33,20.95
"ABG","Fertilized",2,"D14",21.2,22.6
"ABG","Fertilized",2,"D14",15.23,9.57
"ABG","Fertilized",2,"D14",13.94,15
"ABG","Fertilized",2,"D14",11.27,12.14
"ABG","Fertilized",2,"D14",14.03,10.69
"ABG","Fertilized",2,"D14",10.58,12.57
"ABG","Fertilized",2,"D14",6.85,13.7
"ABG","Fertilized",2,"D14",4.36,5.36
"ABG","Fertilized",2,"D14",0.5,11.82
"ABG","Fertilized",3,"D14",14.83,17.22
"ABG","Fertilized",3,"D14",19.35,19.35
"ABG","Fertilized",3,"D14",24.82,20.23
"ABG","Fertilized",3,"D14",19.54,23.36
"ABG","Fertilized",3,"D14",18.3,22.82
"ABG","Fertilized",3,"D14",15.68,11.6
"ABG","Fertilized",3,"D14",22.5,13.08
"ABG","Fertilized",3,"D14",14.69,10.36
"ABG","Fertilized",3,"D14",11.99,6.25
"ABG","Fertilized",3,"D14",20,15.4
"ABG","Fertilized",3,"D14",12.54,12.63
"ABG","Fertilized",4,"D14",13.37,7.46
"ABG","Fertilized",4,"D14",15.87,18.87
"ABG","Fertilized",4,"D14",21.62,25.58
"ABG","Fertilized",4,"D14",23.21,30
"ABG","Fertilized",4,"D14",14.97,10.83
"ABG","Fertilized",4,"D14",15.93,19.05
"ABG","Fertilized",4,"D14",15.18,18.7
"ABG","Fertilized",4,"D14",14.17,15.8
"ABG","Fertilized",4,"D14",7.8,11.37
"ABG","Fertilized",4,"D14",14.69,6.45
"ABG","Fertilized",4,"D14",22.9,8.07
"ABG","Fertilized",4,"D14",10.64,5.15
"ABG","Fertilized",4,"D14",11.81,16.6
"ABG","Fertilized",4,"D14",4.11,6.7
"ABG","Fertilized",4,"D14",8.2,5.7
"ABG","Fertilized",4,"D14",7.29,6
"ABG","Wicked",1,"D21",17.54,18.23
"ABG","Wicked",1,"D21",17.58,16.66
"ABG","Wicked",1,"D21",15.97,20.02
"ABG","Wicked",2,"D21",31.58,13.98
"ABG","Wicked",2,"D21",19.67,14.43
"ABG","Wicked",2,"D21",7.97,2.1
"ABG","Wicked",2,"D21",7.85,8.23
"ABG","Wicked",2,"D21",7.39,8.67
"ABG","Wicked",2,"D21",5.18,7.27
"ABG","Wicked",3,"D21",21.27,27.11
"ABG","Wicked",3,"D21",19.48,19.35
"ABG","Wicked",3,"D21",12.71,5.83
"ABG","Wicked",4,"D21",11.88,5.28
"ABG","Wicked",4,"D21",19.95,35.56
"ABG","Wicked",4,"D21",6.85,7.26
"ABG","Wicked",4,"D21",10.6,8.04
"ABG","Cardinal",1,"D21",25.72,13.65
"ABG","Cardinal",1,"D21",25.01,7.22
"ABG","Cardinal",1,"D21",16.1,6.1
"ABG","Cardinal",2,"D21",15.29,19.15
"ABG","Cardinal",2,"D21",15.81,16.83
"ABG","Cardinal",2,"D21",6.33,4.81
"ABG","Cardinal",2,"D21",12.56,7.27
"ABG","Cardinal",3,"D21",27,9.93
"ABG","Cardinal",3,"D21",14.76,5.37
"ABG","Cardinal",3,"D21",26.88,28.32
"ABG","Cardinal",3,"D21",25.26,26.42
"ABG","Cardinal",3,"D21",28.94,18.69
"ABG","Cardinal",3,"D21",14.8,32.89
"ABG","Cardinal",3,"D21",20.11,11.42
"ABG","Cardinal",4,"D21",11.9,25.66
"ABG","Cardinal",4,"D21",18.87,49.34
"ABG","Cardinal",4,"D21",5.95,2.37
"ABG","Seamist",1,"D21",24.33,7.66
"ABG","Seamist",1,"D21",18.07,20.24
"ABG","Seamist",1,"D21",23.2,27.03
"ABG","Seamist",1,"D21",24.73,33.8
"ABG","Seamist",1,"D21",15.37,29.21
"ABG","Seamist",2,"D21",27.6,20.33
"ABG","Seamist",2,"D21",30.03,43.41
"ABG","Seamist",2,"D21",32.23,38.72
"ABG","Seamist",2,"D21",18.97,12.64
"ABG","Seamist",2,"D21",3.61,5.58
"ABG","Seamist",3,"D21",35.7,37.45
"ABG","Seamist",3,"D21",22.92,19.07
